ID,From,FromID,To,ToID,Stage
1108,poland/wielkopolskie1,450210690,czech-republic2,2444398062,toSortOffice
1109,poland/swietokrzyskie1,10605711777,switzerland|liechtenstein2,9035880578,toSortOffice
1110,germany/sachsen2,33658280,germany/brandenburg1,3255833035,toSortOffice
1111,austria1,2374317447,hungary5,11635552613,toSortOffice
1112,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,6765605299,poland/lubuskie1,4060688198,toSortOffice
1113,poland/lodzkie1,29908720,czech-republic5,4863425563,toSortOffice
1114,belgium1,617377590,germany/bayern3,7644625606,toSortOffice
1115,poland/warminsko-mazurskie1,748798755,germany/sachsen-anhalt1,12293833026,toSortOffice
1116,switzerland|liechtenstein1,9549814465,germany/bayern1,1281944101,toSortOffice
1117,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,1464676279,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,42454447,toSortOffice
1118,belgium3,1297691931,germany/niedersachsen2,1413038290,toSortOffice
1119,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,5633554215,poland/warminsko-mazurskie1,1838789376,toSortOffice
1120,poland/kujawsko-pomorskie1,2566533591,poland/lubelskie1,4308090831,toSortOffice
1121,switzerland|liechtenstein1,6685653908,germany/hessen1,250379906,toSortOffice
1122,germany/nordrhein-westfalen3,10217503274,germany/rheinland-pfalz|saarland2,1533146564,toSortOffice
1123,czech-republic4,1344091720,austria2,1806216622,toSortOffice
1124,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,9452607381,hungary5,778242130,toSortOffice
1125,austria5,8665746583,germany/nordrhein-westfalen3,262537837,toSortOffice
1126,austria2,436185975,germany/hessen1,1126339525,toSortOffice
1127,slovakia1,29417216,belgium3,12037488387,toSortOffice
1128,germany/baden-wuerttemberg2,264778733,germany/nordrhein-westfalen1,9286716041,toSortOffice
1129,czech-republic2,266112925,austria4,9234920662,toSortOffice
1130,czech-republic3,8595803950,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,4386039641,toSortOffice
1131,slovakia3,115637426,poland/lubuskie1,1859143611,toSortOffice
1132,germany/hessen1,1768180975,germany/bayern2,897139718,toSortOffice
1133,germany/bayern1,269753343,luxembourg1,4176109815,toSortOffice
1134,germany/sachsen1,437112746,hungary3,10026112574,toSortOffice
1135,switzerland|liechtenstein3,12074026409,poland/mazowieckie1,59815978,toSortOffice
1136,germany/baden-wuerttemberg1,1782002164,poland/podlaskie1,7499094406,toSortOffice
1137,germany/sachsen3,2515314726,germany/baden-wuerttemberg1,34035426,toSortOffice
1138,austria2,5155676253,austria2,7806121925,toSortOffice
1139,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,7632869529,germany/bayern1,473604077,toSortOffice
1140,germany/hamburg|schleswig-holstein1,1833375056,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,5761751495,toSortOffice
1141,poland/dolnoslaskie1,2179985458,czech-republic5,6650295544,toSortOffice
1142,slovakia1,663397495,switzerland|liechtenstein1,2864867922,toSortOffice
1143,germany/nordrhein-westfalen2,252351763,germany/niedersachsen1,9995851724,toSortOffice
1144,hungary1,1052500541,czech-republic3,6974229287,toSortOffice
1145,poland/pomorskie1,1860371952,poland/lubelskie1,1844293100,toSortOffice
1146,switzerland|liechtenstein1,9197988860,hungary4,3146231851,toSortOffice
1147,switzerland|liechtenstein2,2156461037,hungary1,499344141,toSortOffice
1148,belgium3,1297691931,germany/nordrhein-westfalen2,141883235,toSortOffice
1149,germany/sachsen3,3201554295,hungary4,1906088187,toSortOffice
1150,poland/malopolskie1,1923444908,germany/sachsen2,1646287063,toSortOffice
1151,germany/baden-wuerttemberg1,512034,poland/mazowieckie1,1500823198,toSortOffice
1152,germany/baden-wuerttemberg2,1080698696,poland/wielkopolskie1,8385334737,toSortOffice
1153,switzerland|liechtenstein2,1156291334,switzerland|liechtenstein1,325216457,toSortOffice
1154,germany/nordrhein-westfalen2,1991981429,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,5990817240,toSortOffice
1155,czech-republic5,293821471,austria2,248204106,toSortOffice
1156,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,10176904665,switzerland|liechtenstein1,8300376376,toSortOffice
1157,germany/nordrhein-westfalen2,2496244539,czech-republic3,8295469468,toSortOffice
1158,poland/lubelskie1,2523734307,poland/podkarpackie1,3375626873,toSortOffice
1159,germany/nordrhein-westfalen1,10977310364,austria2,2079969746,toSortOffice
1160,poland/mazowieckie1,1859541584,germany/sachsen1,753958819,toSortOffice
1161,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,6354870382,poland/slaskie1,11906715124,toSortOffice
1162,netherlands/drenthe|friesland|groningen1,47879546,poland/malopolskie1,4218585887,toSortOffice
1163,germany/rheinland-pfalz|saarland2,10053286191,poland/lodzkie1,6374095855,toSortOffice
1164,germany/niedersachsen1,8269606573,germany/rheinland-pfalz|saarland1,310861823,toSortOffice
1165,netherlands/drenthe|friesland|groningen1,9404790624,germany/niedersachsen3,1229514218,toSortOffice
1166,germany/sachsen-anhalt1,11079790045,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,43305777,toSortOffice
1167,germany/nordrhein-westfalen1,9658542353,slovakia1,1449378143,toSortOffice
1168,germany/bayern3,1619247869,poland/slaskie1,1601024606,toSortOffice
1169,belgium4,2091485044,germany/hessen1,388652071,toSortOffice
1170,poland/pomorskie1,9724921652,slovakia3,7434967703,toSortOffice
1171,germany/hamburg|schleswig-holstein1,9021614886,germany/hamburg|schleswig-holstein1,7910180485,toSortOffice
1172,germany/nordrhein-westfalen2,10230855680,poland/slaskie1,6456002961,toSortOffice
1173,germany/hamburg|schleswig-holstein1,4684040121,austria4,5679824577,toSortOffice
1174,germany/nordrhein-westfalen2,9760889362,poland/slaskie1,3021017449,toSortOffice
1175,switzerland|liechtenstein3,366237092,germany/hamburg|schleswig-holstein1,16609100,toSortOffice
1176,hungary4,317316557,poland/malopolskie1,8568304831,toSortOffice
1177,slovakia2,1454960032,germany/nordrhein-westfalen3,43580854,toSortOffice
1178,poland/lodzkie1,5639932669,germany/mecklenburg-vorpommern1,306287347,toSortOffice
1179,czech-republic1,29128077,czech-republic3,12101764976,toSortOffice
1180,poland/podlaskie1,560715164,germany/hamburg|schleswig-holstein1,6340806780,toSortOffice
1181,germany/hamburg|schleswig-holstein1,8442618377,hungary3,1903071601,toSortOffice
1182,germany/nordrhein-westfalen1,1090915848,austria3,4545080063,toSortOffice
1183,hungary2,312006838,slovakia1,626592817,toSortOffice
1184,austria2,307778444,germany/niedersachsen2,294140555,toSortOffice
1185,germany/nordrhein-westfalen2,4764746391,czech-republic5,3652525960,toSortOffice
1186,switzerland|liechtenstein2,827318193,poland/wielkopolskie1,1196286179,toSortOffice
1187,hungary2,1800573440,hungary5,7409939863,toSortOffice
1188,hungary4,8674205536,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,11565079823,toSortOffice
1189,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,9969957001,poland/warminsko-mazurskie1,2722164727,toSortOffice
1190,germany/sachsen-anhalt1,2125451386,poland/dolnoslaskie1,6298109918,toSortOffice
1191,germany/hessen1,484470,netherlands/drenthe|friesland|groningen1,8172815746,toSortOffice
1192,belgium4,2091485044,switzerland|liechtenstein1,1052747874,toSortOffice
1193,hungary2,8626848834,hungary3,6419756544,toSortOffice
1194,belgium1,617377590,germany/baden-wuerttemberg1,275341822,toSortOffice
1195,switzerland|liechtenstein2,625804884,germany/sachsen2,7549511522,toSortOffice
1196,germany/nordrhein-westfalen2,278585975,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,43334496,toSortOffice
1197,poland/dolnoslaskie1,269671457,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,45006875,toSortOffice
1198,germany/hamburg|schleswig-holstein1,11361667446,czech-republic1,25985135,toSortOffice
1199,germany/bayern3,401377181,germany/sachsen-anhalt1,2367498178,toSortOffice
1200,germany/nordrhein-westfalen1,246696671,germany/bayern1,708416719,toSortOffice
1201,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,10653878920,belgium3,1332668985,toSortOffice
1202,hungary5,2406360837,germany/baden-wuerttemberg2,1432279849,toSortOffice
1203,germany/baden-wuerttemberg2,4563487811,germany/nordrhein-westfalen3,3336913978,toSortOffice
1204,germany/niedersachsen1,274848042,austria2,1743502533,toSortOffice
1205,germany/thueringen1,1401911150,germany/niedersachsen1,366353174,toSortOffice
1206,poland/lodzkie1,499849788,germany/bayern2,2210517926,toSortOffice
1207,germany/thueringen1,2101866558,poland/mazowieckie1,8246067552,toSortOffice
1208,germany/bayern2,7019597704,czech-republic4,12079618514,toSortOffice
1209,germany/bayern3,1117605863,luxembourg1,1974324140,toSortOffice
1210,germany/nordrhein-westfalen1,3818001110,germany/rheinland-pfalz|saarland2,331613899,toSortOffice
1211,germany/rheinland-pfalz|saarland1,163244,czech-republic3,2563138857,toSortOffice
1212,poland/swietokrzyskie1,3849970578,germany/bayern3,6938211131,toSortOffice
1213,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,10916439488,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,45449885,toSortOffice
1214,switzerland|liechtenstein2,264365110,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,1424468492,toSortOffice
1215,poland/wielkopolskie1,2000785567,slovakia2,9853359464,toSortOffice
1216,germany/brandenburg1,10871634422,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,11438853296,toSortOffice
1217,germany/hamburg|schleswig-holstein1,6185561061,germany/brandenburg1,10693788663,toSortOffice
1218,germany/hamburg|schleswig-holstein1,6440806048,germany/niedersachsen2,2748980423,toSortOffice
1219,switzerland|liechtenstein2,496438580,belgium3,3536680033,toSortOffice
1220,hungary1,2474547101,germany/nordrhein-westfalen1,251543807,toSortOffice
1221,germany/baden-wuerttemberg2,504951057,belgium3,8483613938,toSortOffice
1222,germany/thueringen1,6013397676,germany/hessen1,522054973,toSortOffice
1223,poland/lodzkie1,1881706651,germany/baden-wuerttemberg1,2773013104,toSortOffice
1224,poland/kujawsko-pomorskie1,3398968103,austria3,235884249,toSortOffice
1225,germany/baden-wuerttemberg1,9216470830,poland/slaskie1,7976479048,toSortOffice
1226,germany/nordrhein-westfalen1,1732965091,germany/hamburg|schleswig-holstein1,8777064082,toSortOffice
1227,slovakia3,674406050,hungary2,1608683214,toSortOffice
1228,germany/nordrhein-westfalen2,276249458,austria2,17310404,toSortOffice
1229,germany/hessen2,1834311956,germany/sachsen-anhalt1,6864807530,toSortOffice
1230,germany/bayern2,2189509092,czech-republic1,74301522,toSortOffice
1231,poland/zachodniopomorskie1,6495634442,switzerland|liechtenstein1,2360525106,toSortOffice
1232,czech-republic2,8718403355,germany/nordrhein-westfalen2,1719868953,toSortOffice
1233,germany/hamburg|schleswig-holstein1,24964498,germany/niedersachsen2,2388620632,toSortOffice
1234,germany/hessen2,278942711,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,45839998,toSortOffice
1235,poland/wielkopolskie1,6238599214,hungary5,3045597259,toSortOffice
1236,poland/lodzkie1,2132008271,germany/niedersachsen1,1268533882,toSortOffice
1237,germany/niedersachsen1,5777705710,belgium3,60561695,toSortOffice
1238,poland/opolskie1,2357928570,germany/nordrhein-westfalen1,1545781384,toSortOffice
1239,switzerland|liechtenstein3,2025723669,germany/baden-wuerttemberg2,96796159,toSortOffice
1240,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,7101990354,hungary2,290202118,toSortOffice
1241,poland/swietokrzyskie1,6206384183,poland/pomorskie1,11980313928,toSortOffice
1242,germany/bayern1,2928377387,austria4,4471438143,toSortOffice
1243,germany/bayern3,2519130076,germany/hessen2,4166338910,toSortOffice
1244,poland/lodzkie1,12158217635,germany/bayern1,275653813,toSortOffice
1245,czech-republic1,301582416,germany/mecklenburg-vorpommern1,2403882428,toSortOffice
1246,poland/swietokrzyskie1,6312418385,hungary1,418745315,toSortOffice
1247,poland/slaskie1,9548270961,switzerland|liechtenstein3,2633999265,toSortOffice
1248,poland/slaskie1,2370749729,poland/slaskie1,599806440,toSortOffice
1249,poland/dolnoslaskie1,4044948696,poland/lubelskie1,2401911816,toSortOffice
1250,germany/sachsen-anhalt1,1109772791,hungary3,7855382264,toSortOffice
1251,germany/sachsen3,277673489,germany/baden-wuerttemberg2,1030259114,toSortOffice
1252,germany/nordrhein-westfalen1,393384193,slovakia1,338205902,toSortOffice
1253,hungary4,4021976686,austria4,6003498694,toSortOffice
1254,germany/baden-wuerttemberg2,1301236905,poland/pomorskie1,10837800961,toSortOffice
1255,germany/nordrhein-westfalen1,1717980324,poland/malopolskie1,6352308847,toSortOffice
1256,germany/niedersachsen3,270954954,poland/malopolskie1,5444059298,toSortOffice
1257,germany/hamburg|schleswig-holstein1,3635094051,austria2,1738658520,toSortOffice
1258,poland/wielkopolskie1,274338140,germany/nordrhein-westfalen3,10751230161,toSortOffice
1259,germany/baden-wuerttemberg2,11527672932,germany/baden-wuerttemberg1,3260877354,toSortOffice
1260,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,1835676104,hungary4,315238990,toSortOffice
1261,germany/baden-wuerttemberg1,638943864,germany/bayern1,1026640401,toSortOffice
1262,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,5944547586,belgium4,1100580802,toSortOffice
1263,germany/baden-wuerttemberg2,494335771,switzerland|liechtenstein2,75400254,toSortOffice
1264,belgium2,3464095221,germany/nordrhein-westfalen2,10273632323,toSortOffice
1265,switzerland|liechtenstein2,10092800815,poland/zachodniopomorskie1,5737350198,toSortOffice
1266,austria4,327537576,poland/mazowieckie1,6984964398,toSortOffice
1267,germany/sachsen-anhalt1,1544674966,switzerland|liechtenstein2,24869473,toSortOffice
1268,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,1721784966,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,2896368094,toSortOffice
1269,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,43438323,germany/rheinland-pfalz|saarland2,1189485469,toSortOffice
1270,germany/nordrhein-westfalen2,1103010281,slovakia2,4493072115,toSortOffice
1271,poland/dolnoslaskie1,10140121660,germany/bayern2,5058561804,toSortOffice
1272,poland/podlaskie1,8778872908,germany/hamburg|schleswig-holstein1,5781749273,toSortOffice
1273,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,45935516,germany/baden-wuerttemberg2,266367447,toSortOffice
1274,switzerland|liechtenstein2,7133162766,poland/podkarpackie1,1885257872,toSortOffice
1275,austria3,7724559234,germany/rheinland-pfalz|saarland1,7575189574,toSortOffice
1276,germany/rheinland-pfalz|saarland1,11983041636,germany/bayern1,1688860832,toSortOffice
1277,austria4,4205439162,slovakia3,9312837034,toSortOffice
1278,germany/nordrhein-westfalen1,9947156776,germany/hessen1,5313712718,toSortOffice
1279,germany/hessen1,3538357605,germany/nordrhein-westfalen2,615287171,toSortOffice
1280,germany/rheinland-pfalz|saarland2,6497893697,czech-republic1,9948208141,toSortOffice
1281,poland/lubelskie1,8225391866,austria3,1706656220,toSortOffice
1282,netherlands/drenthe|friesland|groningen1,9266912072,czech-republic3,309953403,toSortOffice
1283,switzerland|liechtenstein2,11591133917,germany/nordrhein-westfalen2,792210049,toSortOffice
1284,slovakia1,293090278,poland/mazowieckie1,3491724069,toSortOffice
1285,germany/baden-wuerttemberg2,3123129765,poland/lubuskie1,7140699182,toSortOffice
1286,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,44015627,poland/wielkopolskie1,9949610029,toSortOffice
1287,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,7006839666,germany/bayern3,2790888459,toSortOffice
1288,netherlands/drenthe|friesland|groningen1,9788354970,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,10111854574,toSortOffice
1289,austria1,1802720189,czech-republic1,2655906389,toSortOffice
1290,switzerland|liechtenstein2,2383505917,czech-republic2,305597428,toSortOffice
1291,germany/sachsen3,2300546905,poland/wielkopolskie1,5597066877,toSortOffice
1292,czech-republic1,11410603197,germany/hessen2,9497944017,toSortOffice
1293,germany/thueringen1,8080714293,germany/baden-wuerttemberg1,4955296923,toSortOffice
1294,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,44054538,austria1,259086336,toSortOffice
1295,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,12030897272,czech-republic2,287104144,toSortOffice
1296,germany/hamburg|schleswig-holstein1,33117520,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,7346006606,toSortOffice
1297,germany/nordrhein-westfalen2,1815714426,poland/mazowieckie1,1838927641,toSortOffice
1298,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,4600619655,switzerland|liechtenstein3,7389126858,toSortOffice
1299,belgium1,617377590,hungary5,2920225734,toSortOffice
1300,switzerland|liechtenstein3,11420582890,poland/zachodniopomorskie1,1812567175,toSortOffice
1301,germany/nordrhein-westfalen3,2120608941,belgium4,969130652,toSortOffice
1302,slovakia1,26498874,germany/nordrhein-westfalen1,249833560,toSortOffice
